datePublication, originPublication,textPublication,disInformationStatus,wordSentences
18.09.2022,Moldavskie Vedomosti,"Recurring the pro-Kremlin disinformation narrative targeting the sovereignty of Ukraine and international support for Kyiv during the Russian aggression against Ukraine. Ukraine’s sovereignty and territorial integrity are respected by almost the whole world with Russia as the key exception. Ukraine's sovereignty and territorial integrity have been violated by continuous acts of aggression by Russian armed forces since 2014 and culminated in an aggressive attack on a neighbouring country on February 24, 2022.In fact, the aid that the EU and the USA give to Ukraine is specifically to help it preserve its territorial integrity and sovereignty and does not contain territorial or other conditions that would affect the status of an independent and sovereign country. This is reflected in several European documents developed after the beginning of the Russian aggression against Ukraine. Most recently, the Declaration by the High Representative on behalf of the EU on the imposition of additional restrictive measures on the Russian Federation in reaction to its actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine. Also, the decision of the European Council, issued on June 2022 on the membership application of certain countries, stated: „The European Union remains strongly committed to providing further military support to help Ukraine exercise its inherent right of self-defence against the Russian aggression and defend its territorial integrity and sovereignty”.See here a case claiming the West is seeking to create joint Polish-Ukrainian state and here a case on how the US and the EU made Ukraine dependent on the West.",Real,Kyiv can pay for military assistance from the West with its territories
17.09.2022,"sport24.ru, ren.tv","Recurring pro-Kremlin disinformation about Latvia, accusing it of violation of human rights of the Russian-speaking minority.The claim that Russian speakers are not allowed to sit in the front rows of public transport in Riga is false. The Riga transport company Rigas Satiksme denied the information and called the circulated photo a provocation. Read the full debunk of the story at Myth Detector.The Baltic states are democratic countries, which respect human rights and do not discriminate or oppress any persons because of their citizenship, political opinions or mother tongue. Read more about the situation with Human Rights in Lithuania, Latvia and Estonia.See similar disinformation claims alleging that Latvia has been promoting Nazism for the last 30 years, that Latvia, Ukraine, France exhibit worst biased behaviour against Russian media, that The Baltic states are the anti-Russian vanguard of the West, that The Baltic States and Poland are the main provocateurs of Russophobia in Europe, that The Baltic States violate the right of Russian-speaking people to get informed in their mother tongue, that Russian-speakers are still openly discriminated against, especially in the Baltic states.",Real,Russians are segregated in the Riga public transport
17.09.2022,"almatareed.org, arabic.rt.com, newnews4.com, nabd.com, hawamer.com","A recurring pro-Kremlin disinformation narrative about an alleged loss of sovereignty of the EU and its member states. Pro-Kremlin outlets often portray European states as vassals, puppet-states or colonies of the US.EU Member States, including Poland, are sovereign countries and make sovereign decisions about their own internal, economic, foreign and security policies. The European Union is explicit on the subject of national sovereignty: “the Member States all remain sovereign and independent states, they have decided to pool some of their 'sovereignty' in areas where it makes sense to work together.”Likewise, Ukraine is not being used by any foreign government or organisation. Ukraine is a sovereign and independent state with a democratically-elected president and parliament. Ukraine's sovereignty and territorial integrity have only been violated by continuous acts of aggression by Russian armed forces since 2014 culminating with a full-scale military invasion of Ukraine starting on 24 February 2022.*This disinformation message appeared in the same article as the claim that if the West wants to assist Russia and China, they should add more sanction",Real,Europe has become a US military and political colony
17.09.2022,livenews.am,"This is a recurring disinformation narrative from pro-Kremlin outlets claiming that NATO is directly involved in Russia’s war of aggression against Ukraine on the Ukrainian side. An attempt to justify the Russian military failures, downplay the role of the Ukrainian armed forces and present what is happening as a war with NATO.Some NATO member states are providing Ukraine with military assistance to repel the unprovoked Russian aggression, but they are not involved in direct fighting. Ukraine receives weapons with the sole aim of restoring its territorial integrity within its internationally recognised borders. Western instructors are teaching Ukrainian soldiers how to use modern weaponry, but there are no NATO troops fighting on the front or leading Ukrainian units. Ukrainian counter-offensive is led by the Ukrainian military political leadership. NATO as an organisation is not involved in fighting in Ukraine.The US, the EU and NATO condemns n the strongest possible terms Russia’s invasion of Ukraine, which is entirely unjustified and unprovoked. NATO as an organisation is not involved in fighting in Ukraine.Western countries are supporting Ukraine with military, political and humanitarian aid and are simultaneously trying to find a diplomatic solution to the war against Ukraine.See the EU's response to Russia's invasion of Ukraine here along with EU vs Disinfo's Guide to Deciphering Pro-Kremlin disinformation around Putin's War. ",Real,NATO instructors are leading Ukrainian units
17.09.2022,"arabic.rt.com, rtarabic.com, newnews4.com, nabd.com, almatareed.org","This is an old and recurrent pro-Kremlin disinformation narrative stating that sanctions would benefit Russia while hurting the West, repurposed to serve in the context of Russia's unjustified and unprovoked invasion of Ukraine.The EU and other countries around the world adopted several sanction packages against Russia due to its illegal aggression and occupation of Ukrainian territories. Not all trades restrictions are yet enforced as the energy sector needs longer transition periods, so it is too early to assess the full effect of the sanctions. However, it is incorrect to state that Russian economy would be barely affected or would even benefit from the sanctions. Otherwise, the Russian leadership would not feel the need to constantly demand the sanctions be removed.It is also Russia's unprovoked and unjustified invasion of Ukraine that is hurting the global economy, and not sanctions against Russia. The Russian invasion of Ukraine has destabilised global food markets and is driving food prices up due to increased cost of production, transport and freight insurance. Russia has also destroyed substantial food stocks, production, as well as processing and transport capacities in Ukraine. A recent study from Yale University takes a detailed look into the effects sanctions are having on the Russian economy, concluding that ""business retreats and sanctions are catastrophically crippling the Russian economy.""See also the assessment of EU HRVP Josep Borrell demonstrating that sanction policy is working and strongly impacts Russian economy.See similar claims that Western sanctions are the cause of inflation, Western sanctions cause food crisis and price growth, sanctions against Russia worsen the economic crisis in the West, the EU lost more from sanctions than Russia, European sanctions against Russia do not work. ",Fake,"If the West wants to assist Russia and China, they should add more sanctions"
16.09.2022,iravunk.com,"This is a recurring disinformation narrative from pro-Kremlin outlets claiming that NATO is directly involved in Russia’s war of aggression against Ukraine on the Ukrainian side. An attempt to justify the Russian military failures, downplay the role of the Ukrainian armed forces and present what is happening as a war with NATO.""No, NATO is not at war with Russia,"" Admiral Rob Bauer, chairman of the NATO Military Committee stated. ""If Russia would attack one of our allies, then it is absolutely clear, and we make that as clear as we can to Russia, that we would defend every inch of allied territory. Then Russia and NATO will be in a conflict. But until that moment, NATO is not at war with Russia.""Some NATO member states are providing Ukraine with military assistance to repel the unprovoked Russian aggression, but they are not involved in direct fighting. Ukraine receives weapons with the sole aim of restoring its territorial integrity within its internationally recognised borders.Western instructors are teaching Ukrainian soldiers how to use modern weaponry, but there are no NATO/US troops fighting on the front or planning offencive and leading Ukrainian units.Ukrainian counter-offensive is led by the Ukrainian military political leadership. NATO as an organisation is not involved in fighting in Ukraine. No evidence given to support the claim about NATO member states citizens fighting in Ukraine.The US, the EU and NATO condemns in the strongest possible terms Russia’s invasion of Ukraine, which is entirely unjustified and unprovoked. NATO as an organisation is not involved in fighting in Ukraine.Western countries are supporting Ukraine with military, political and humanitarian aid and are simultaneously trying to find a diplomatic solution to the war against Ukraine. The West is not interested in the continuation of the war at the heart of Europe.See the EU's response to Russia's invasion of Ukraine here along with EU vs Disinfo's Guide to Deciphering Pro-Kremlin disinformation around Putin's War. ",Real,Every third soldier under the Ukrainian banner is a NATO member state citizen
15.09.2022,oroszhirek.hu,"Pro-Kremlin narrative on the energy crisis in Europe amid the unprovoked Russian invasion of Ukraine, subsequent Western sanctions on Russia and Russian retaliatory measures reducing gas supplies. This narrative plays into the Kremlin's claims that the West is collapsing. The Kremlin seeks to pressure and blackmail the European governments and create public panic over energy insecurity / energy costs.The EU adopted so far six sanction packages against Russia due to its illegal aggression and occupation of Ukrainian territories. Not all trades restrictions are yet enforced as the energy sector needs longer transition periods so it is too early to assess the full effect of the sanction as that work in a the long term. However, it is incorrect to state that Russian economy would be barely affected or would even benefit from the sanctions. The Russian leadership is constantly demanding the sanctions be removed.A recent study from Yale University takes a detailed look into the effects sanctions are having on the Russian economy, concluding that ""business retreats and sanctions are catastrophically crippling the Russian economy."" The Russian central bank forecasted that the country's economy will shrink by between 4 percent and 6 percent this year and by between 1 percent and 4 percent in 2023, before returning to positive growth in 2024.Meanwhile EU member states have adopted a regulation to fill gas storages and share them in a spirit of solidarity, diversified supply sources and committed to reducing gas demand by 15% this winter. Despite recent developments, and in particular the cut of Russian gas flows via Nord Stream I, Europe is prepared for this winter. EU underground gas reserves have been filled by 82.5% of their capacity, well ahead of the 1 November deadline set in the gas storage regulation.See more disinformation cases on energy issues amid invasion of Ukraine.Read also related cases : The New York Times reports that Russia is barely affected by sanctions, sanctions against Russia worsen the economic crisis in the West , Sanctions are beneficial to Russia so the West should recognise Crimea as Russian, FT: Thanks to sanctions Russian agriculture strengthens its position in the world, The EU lost more from sanctions than Russia, European sanctions against Russia do not work.",Fake,EU sanctions are hurting Europe more than Russia
15.09.2022,oroszhirek.hu,"A recurring pro-Kremlin narrative about Ukraine attacking the Zaporizhzhya power plant. The claim was neither counterbalanced nor critically challenged in the article.This is not the first time the Kremlin’s manipulation and disinformation machine has used a deep-seated and very reasonable fear of a nuclear disaster to advance its political and military goals in Ukraine.There have been an increasing number of reports that Russia uses the nuclear site as a so-called “sheltered” artillery park, ""using the facilities to fire on Ukrainian positions in the belief that Ukraine would not fire back and risk a nuclear accident"".The Ukrainian authorities denied the shelling of the Zaporizhzhya nuclear power plant (NPP) and accused Russia of dangerous actions that may cause a nuclear catastrophe.Ukraine supports the mission of the International Atomic Energy Agency (IAEA). President Volodymyr Zelenskyy met IAEA Director General Mariano Grossi on 30 August 2022. Zelenskyy said “the Ukrainian side wants the IAEA mission headed by Director General Grossi to access Zaporizhzhya NPP and make every effort to avoid all the global threats“.Read our article Playing with nuclear fire and the landmark Ukraine-joint statement (gathering 42 states from Europe, North America, Oceania, South East Asia, the Caucasus and the EU) on the situation at the Zaporizhzhya Nuclear Power Plant.For background see disinformation targeting Ukraine.",Real,Kyiv must stop attacking the Zaporizhzhya nuclear power plant
15.09.2022,"nabd.com, arabic.rt.com, rtarabic.com","Recurring pro-Kremlin disinformation narrative about NATO and Russia’s invasion of Ukraine.Ukraine is not a proxy for any foreign government or organisation. Ukraine is a sovereign and independent state with a democratically-elected president and parliament. Ukraine's sovereignty and territorial integrity have been only violated as a result of continuous acts of aggression by the Russian armed forces since 2014, culminating with a full-scale military invasion of Ukraine starting on 24 February 2022.In fact, Western leaders have been continuously calling for talks and a peaceful solution to stop Russia's war of aggression against Ukraine, but Moscow has been ignoring these efforts. The West is not interested in the continuation of the war at the heart of Europe and only supports Ukraine with military and financial aid for the country’s efficient self-defence against the unprovoked Russian invasion.Moreover, NATO is a defensive political and military alliance. The primary aim of the alliance is to maintain peace and safeguard the independence, security and territorial integrity of its members. NATO as an organisation is not involved in fighting in Ukraine. NATO member states provide Ukraine with military assistance to repel the unprovoked Russian aggression and not because of their alleged animosity towards Russia.At the Madrid Summit, NATO Leaders stated that the Alliance will continue political and practical support to Ukraine ""as it continues to defend its sovereignty and territorial integrity against Russian aggression. In the longer term, we will assist Ukraine, and support efforts on its path of post-war reconstruction and reforms.""Since Russia began its aggressive and unprovoked actions against Ukraine, Russian officials have accused NATO of a series of threats and hostile actions. Read here about Russian Myths on NATO.See similar cases that NATO is at war with Russia with the hands of Ukrainians; that NATO was turning Ukraine into an enemy of Russia; that NATO has no interest in peace in Ukraine; and that the West is using Ukrainians to fight Russia in Ukraine.",Fake,Russia is at war with NATO and the Pentagon; only the soldiers are Ukrainians
14.09.2022,obieqtivi.info,"This is a motif from a broader disinformation campaign conducted by the Kremlin, aiming to prove that its “special military operation” in Ukraine is actually going according to a plan. Contrary to that, Putin's army retreat in Kharkiv is seen as one of the biggest military challenges in Russia’s invasion of Ukraine yet.Ukrainian forces have reconquered over 3,000 square kilometers of territory over the past week — more than all the territory Russia had added to its military occupation in the six months since the start of the invasion. Furthermore, Ukrainian troops exerted pressure on the retreating Russian forces, advancing further into occupied territory and sent even more of the Kremlin’s troops fleeing ahead of the Ukrainian counter-offensive actions.In addition, there is evidence that Ukrainian citizens accused of helping Russian military units in the Donbas region and the neighboring Kharkiv province are also fleeing from the recently liberated territories.Further proof of Russia not retreating deliberately from the region as a ruse to fool the Ukrainians are claims from Ukrainian soldiers, stating that there are huge amounts of vehicles and ammunition left behind the fleeing Russian army.See similar disinformation claim - Russian retreat around Kharkiv not a military failure but a deliberate ruse.Further cases regarding the military activities in Ukraine claim Ukrainian army has been attacking civilian areas in Donetsk with artillery for eight years, Russia destroyed the echelons of military equipment in Chaplyne railway station and Ukrainians dress in Russian uniform and loot houses in Donbas.",Fake,Russia's retreat from Kharkiv region was a well-planned withdrawal
13.09.2022,bgr.news-front.info,"This is a motif from a broader disinformation campaign conducted by the Kremlin, aiming to prove that its “special military operation” in Ukraine is actually going according to plan. However, Putin's army retreat in Kharkhiv is seen as one of the biggest military challenges in Russia’s invasion of Ukraine yet.Ukrainian forces have reconquered over 3,000 square kilometers of territory over the past week — more than all the territory Russia had added to its military occupation in the six months since the start of the invasion. Furthermore, Ukrainian troops exerted pressure on the retreating Russian forces, advancing further into occupied territory and sent even more of the Kremlin’s troops fleeing ahead of the Ukrainian counter-offensive actions. In addition, there is evidence that Ukrainian citizens accused of helping Russian military units in the Donbas region and the neighboring Kharkov province are also fleeing from the recently liberated territories. Further proof of Russia not retreating deliberately from the region as a ruse to fool the Ukrainians are claims from Ukrainian soldiers, stating that there are huge amounts of vehicles and ammunition left behind the fleeing Russian army.More cases regarding the military activities in Ukraine include Ukrainian army has been attacking civilian areas in Donetsk with artillery for eight years, Russia destroyed the echelons of military equipment in Chaplyne railway station and Ukrainians dress in Russian uniform and loot houses in Donbas.",Fake,Russian retreat around Kharkiv not a military failure but a deliberate ruse
13.09.2022,bgr.news-front.info,"The article utilizes a popular pro-Kremlin disinformation narrative, claiming that the energy crisis in Europe (and Germany in particular) was caused by the US and the EU themselves. This narrative is deployed in tandem with Russia’s claims that the European Union will inevitably disintegrate. In reality, the Kremlin is attempting to extort EU governments and create widespread public panic over energy cost and insecurity.There is no evidence to support the claim that the German government is deliberately neglecting the energy security of its citizens. In fact, EU member states have undertaken multiple counter-measures in order to increase EU security of energy supply, such as the ""Save gas for a safe winter"" plan which consists of voluntary reduction of natural gas demand by 15%. The European Council regulation also foresees the possibility to trigger a global EU alert on security of energy resources, which will result in the gas demand reduction becoming mandatory. The purpose of the latter is to make savings ahead of winter in order to prepare for possible disruptions of gas supplies from Russia – something the Kremlin is continuously utilising as a tool for blackmailing the West.Some countries have alternative supply options. Even though the global gas market was negatively influenced by Russia’s actions even before the invasion, Europe’s gas network infrastructure is well developed, meaning energy supplies can be shared to countries in dire need this winter as an act of solidarity. Despite the recent cut of Russian gas flows via the Nord Stream I pipeline, the EU is ready for the winter ahead. During recent discussions between EU Energy Ministers it became clear that EU underground gas storаges have been filled by 82.5% of their capacity, well ahead of the 1 November deadline set for achieving the 80% goal. As such, the EU has taken concrete actions to prepare for further disruptions to energy supply from Russia in the coming winter. More cases concerning European energy issues include: Germany doesn’t want energy solidarity but vassalage; Sofia will have to buy Russian gas in rubbles; Without Russian gas, Europe will slide into the Middle Ages.",Real,"Europeans will not be warmed by the ""hot breath"" of Russophobic politicians"
13.09.2022,bgr.news-front.info,"This is a recurring pro-Kremlin disinformation narrative, striving to convince readers that NATO’s support to the Ukrainian military campaign is the reason for the war in the first place and leaves Russia no other option but to defend itself. In reality, this is an attempt to justify Russia’s unprovoked invasion of Ukraine and shift responsibility for the war to the collective West.NATO and Western nations are sending weapons to Ukraine with the explicit aim of helping the country to drive off Russia's aggression. Western military support intends to assist Ukraine in its battle to liberate its territories and recover its territorial integrity within the country’s internationally recognised borders. Ukraine has never demonstrated any intention of advancing into Russia’s officially established borders, thus there is no justification to Russia’s claims of self-defence.Furthermore, Russia’s military escalations against Ukraine are without any basis in international law. The Russian “special military operation"" is merely the continuation of the illegal use of force against Ukraine that started in 2014. Although the Minsk agreements and ensuing ceasefires may have temporarily suspended hostilities before, Ukraine’s right of self-defense remained unaltered.Read similar cases in our database, claiming that NATO is interested in further military escalation, the West prolongs the war in Ukraine by providing the country with arms and political support and that the European Union continues to promote and invest in further hostilities.",Real,The US is one step away from perpetual war in Ukraine
13.09.2022,Rosbalt,"This is a recurring disinformation narrative from pro-Kremlin outlets claiming the West, the USand NATO are involved in Russia’s war of aggression against Ukraine. The claim also builds on the Kremlin narrative of the West encircling Russia and advancing again the narrative about Nazi Ukraine.The West, the US or NATO did not declare war on Russia and are not in war with Russia or Russians. Since Russia launched its unjustified aggression against Ukraine on 24 February 2022, the West has been calling for Russian withdrawal from Ukraine and a peaceful settlement.The US, the EU and NATO condemn in the strongest possible terms Russia’s invasion of Ukraine, which is entirely unjustified and unprovoked.The US, the EU and some NATO member states provide Ukraine with military assistance to repel the unprovoked Russian aggression, but they are not involved in fighting. Ukraine receives weapons with the sole aim of restoring its territorial integrity within its internationally recognised borders. Western instructors are teaching Ukrainian soldiers how to use modern weaponry, but there are no Western troops fighting on the front. NATO as an organisation is not involved in war in Ukraine.Western countries are supporting Ukraine with military, political and humanitarian aid and are simultaneously trying to find a diplomatic solution to the war against Ukraine.As for the claim that Russia is fighting against Nazi/ Bandera Ukraine: One of the Kremlin’s most common disinformation narratives to justify its devastating war against Ukraine is the lie that Russia is pursuing the “denazification” of Ukraine. In reality, Ukraine is not a Nazi state, does not have a Nazi ruling elite and Nazism is not Ukraine’s ideology. For further debunk read here.See the EU's response to Russia's invasion of Ukraine here along with EU vs Disinfo's Guide to Deciphering Pro-Kremlin disinformation around Putin's War.",Real,"The US, NATO and Europe transformed the military operation against Nazis into a full-scale war on Russia"
13.09.2022,"arabic.rt.com, alkalimaonline.com","A claim provided with no evidence, trying to deflect responsibility for the global food shortage from Russia by claiming that most of Ukraine's grain ships are sent to rich European countries.As of 7 September 2022, the UN Joint Coordination Centre, which is run by the UN, Turkey, Russia and Ukraine, said that 47% of Ukraine's grain was sent to Asia, and 36% has been sent to Europe and 17% to Africa, with 10% of that amount to Egypt alone.Moreover, more shipments are expected to start arriving in famine-stricken parts of Africa and the Middle East under the leadership of UN World Food Programme (WFP).President Zelenskyy, responding to claims that Ukrainian grains mostly go to rich European countries, asserted that the geographical reach of Ukrainian agricultural exports is very broad.",Real,Ukrainian grain goes to Europe instead of poor and developing countries
13.09.2022,"ren.tv, Rossiya 1, RIA, vz.ru","Pro-Kremlin narrative on the energy crisis in Europe amid the unprovoked Russian invasion of Ukraine, subsequent Western sanctions on Russia and Russian retaliatory measures reducing gas supplies. This narrative plays into the Kremlin's claims that the West is collapsing. Kremlin seeks to pressure and blackmail the European governments and create public panic over energy insecurity / energy costs.EU member states have carried out several actions both at national and EU level. They have in particular adopted a regulation to fill gas storages and share them in a spirit of solidarity, diversified supply sources and committed to reducing gas demand by 15% this winter. Despite recent developments, and in particular the cut of Russian gas flows via Nordstream I, Europe is prepared for this winter. EU underground gas reserves have been filled by 82.5% of their capacity, well ahead of the 1 November deadline set in the gas storage regulation.See more disinformation cases on energy issues amid invasion of Ukraine.",Real,"Without Russian gas, Europe will slide into the Middle Ages"
13.09.2022,news-front.info,"The disinformation story is an example of inventing inauthentic sources. It refers to a fake social media poster, which promises to reward the Swiss for denouncing neighbours who heat their homes above 19 degrees.As Simone Hug, communications specialist at the Department of Energy of Switzerland, told 20 Minuten, the Swiss government had nothing to do with this appeal and formally distanced itself from it. The Swiss federal government's logo and telephone number on the poster were said to have been misused. “There are NO such federal posters, nor do we call for people to be blackened,” says Hug. The federal government has already initiated investigations into this abuse, she added.Beside that the logic in the claim ""the EU is doomed to social disunity"" is missing, Switzerland is not a member state of the EU.See other disinformation cases on gas, energy crisis, decadent West.",Real,"In Switzerland, it is possible to denounce a neighbour for overheating and receive 200 francs"
13.09.2022,tv-novosti.ru,"This is a recurring disinformation narrative from pro-Kremlin outlets accusing Ukraine of attacking the Zaporizhzhya nuclear power plant.In reality, Kyiv denied the shelling of the Zaporizhzhya nuclear power plant and accused Russia of dangerous actions that may cause a nuclear catastrophe for Ukraine and the entire Europe. By putting forward such false allegations, Russia is trying to avoid responsibility for any possible damage its attacks can cause.Ukraine supported the mission of the International Atomic Energy Agency (IAEA) which visited the power plant in late August – early September 2022. President Volodymyr Zelenskyy met IAEA Director General Mariano Grossi on 30 August 2022. Zelenskyy said that “the Ukrainian side wants the IAEA mission headed by Director General Grossi to access Zaporizhzhia NPP and make every effort to avoid all the global threats”.There is more evidence of Russia’s involvement in the attacks on the power plant. During his visit, Raphael Grossi saw a part of a missile on the territory of the power station, whose trajectory was clearly from the occupied area. A Russian official who was accompanying him denied it was a Russian missile. Western nations have been actively calling for a reduction of tensions and risks around the Zaporizhzhya nuclear power plant. EU High Representative Josep Borrell condemned Russia’s military activities there and labelled them as a serious and irresponsible breach of nuclear safety rules. The US backed UN proposals for a diplomatic solution to this situation such as the creation of a demilitarised area around Zaporizhzhya. Russia’s Foreign Ministry rejected such proposals as “unacceptable”.Read our article Playing with nuclear fire and the Ukraine-joint statement on the situation at the Zaporizhzhya nuclear power plant.",Real,Ukraine strikes Zaporizhzhya nuclear power plant; disaster looms
12.09.2022,es.news-front.info,"This is a deliberate distortion of the original article published by Politico Europe on 08 September 2022. None of these sentences attributed to this publication appear in the original story, titled “Putin’s attack on democracy is working. Just look at Europe”. The article says that the Kremlin is succeeding in its efforts to stir up polarisation and undermining democracy, but not that Europe or the West “will be forced to ease sanctions”. It doesn’t say either that “the Kremlin is defending against Europe”, nor that any European Commission official confirmed this aspect. Regarding to this quote, the article actually states: “The main goal of [Russia’s] efforts is not to convert Europeans into supporters of Russia (though the Kremlin would welcome that), but rather to polarize and destabilize Western politics to such a degree that voters don’t know what to believe. “There’s no question that Putin is winning in this regard,” said a senior Commission official.”European Commission President Ursula von der Leyen said in the 2022 State of the Union speech that ""war is raging in Europe ... and sanctions are here to stay"". Distorting articles in Western media to make them appear as supporting pro-Kremlin disinformation narratives is a frequent technique of pro-Kremlin outlets. See other examples in our database, such as false claims that The New York Times reports that Russia is barely affected by sanctions, that Germany doesn’t trust Zelenskyy according to Der Spiegel, that The National Interest explained why the US should side with Russia in Ukraine; or that Foreign Policy explained why Washington needs a “Russian intervention”.",Real,"Putin is winning and Europe will have to ease sanctions on Russia, says Politico"
12.09.2022,"eadaily.com, tass.ru, regnum.ru, gazeta.ru","A recurring pro-Kremlin disinformation narrative about an alleged loss of sovereignty of the EU and its member states. Pro-Kremlin outlets often portray European states as vassals, puppet-states or colonies of the US and NATO.Contrary to the claim, the European Union is a sovereign entity created by the voluntary initiative of European nations and it has its own, independent foreign policy, while the US has no say in its decisions.EU Member States are sovereign countries and make sovereign decisions about their own internal, economic, foreign and security policies. The European Union is explicit on the subject of national sovereignty: “the Member States all remain sovereign and independent states, they have decided to pool some of their 'sovereignty' in areas where it makes sense to work together.”The EU is a unique and essential partner for NATO. The two organisations share a majority of members, have common values and face similar threats and challenges. More about EU and NATO relations read here.NATO and the EU stand united in condemning Russia’s brutal and unprovoked invasion of Ukraine, and in supporting Ukraine’s sovereignty, territorial integrity and right to self-defence.Read more about the EU response and support for Ukraine. See our guide to deciphering pro-Kremlin disinformation around Putin's war. ",Real,The EU turning into an economic appendage of NATO
12.09.2022,Moldavskie Vedomosti,"Pro-Kremlin disinformation narrative claiming that Moldova's actions are not independent, but totally influenced by external forces, including Ukraine. See here a similar case claiming that Kyiv encourages the Moldovan authorities to take active steps to destabilise Transnistria.No evidence was given to support the claim. Moldova suspended all flights to the Russian Federation in February 2022, after the start of the Russian invasion of Ukraine. However, on September 9, 2022, the private company AIR Moldova announced that it will resume flights to Moscow on October 1, 2022. Days later, the National Civil Aviation Authority announced a ban on any flights to Russia citing ”aeronautical safety and security” concerns.”In order to ensure aeronautical safety and security, and with due regard to the SSC/AIR-01/05-2022/RUS (Significant Safety Concern) issued by the International Civil Aviation Organization, as well as the decision by the European Aviation Safety Agency to suspend all certificates and approvals issued to the aeronautical agents of the Russian Federation, the Civil Aviation Authority informs that, on September 10, 2022, it adopted Operational Directive no. 06 – 10/09/2022, which prohibits the carrying out of flights in the airspace of the Russian Federation by national air operators”, states the press release of Civil Aviation Authority of the Republic of Moldova.",Real,Moldova decided to ban flights to Moscow under Kyiv’s pressure
12.09.2022,baltnews.com,"Recurring disinformation about the economic difficulties of Ukraine and the warmongering position ofWestern countries in the context of the war in Ukraine.The economic problems of Ukraine are caused by unprovoked Russian military aggression against this country. Ukraine's sovereignty and territorial integrity have been violated by continuous acts of aggression by Russian armed forces since 2014 culminating in a full-scale military invasion of Ukraine on 24th February 2022.Ukraine is getting strong financial support from Western countries. On September 7, 2022, the European Commission proposed a further €5 billion in macro-financial assistance (MFA) loans to Ukraine as the second part of the exceptional MFA package of up to €9 billion announced in the Commission's communication of 18 May 2022 and endorsed by the European Council of 23-24 June 2022. The EU support could reach up to €10 billion this year.The US also announced in August an additional $4.5 billion “in direct budgetary support to the Government of Ukraine to help alleviate the acute budget deficit caused by Putin’s brutal war of aggression”. This support will be implemented through the US Agency for International Development (USAID) in coordination with the US Department of the Treasury.Read more disinformation cases about the Russian unprovoked war of aggression against Ukraine.",Real,Europe and the US financially support Ukraine only to prolong conflict
09.09.2022,livenews.am,"This is a recurring disinformation narrative from pro-Kremlin outlets claiming the West and the US are involved in Russia’s war of aggression against Ukraine on the Ukrainian side. The claim also builds on the well-known Kremlin narrative of the West encircling Russia.The West or the US are not in war with Russia or Russians. Since Russia launched its unjustified aggression against Ukraine on 24 February 2022, the West has been calling for Russian withdrawal from Ukraine and a peaceful settlement.The US, the EU and NATO condemns in the strongest possible terms Russia’s invasion of Ukraine, which is entirely unjustified and unprovoked.The US and Western states provide Ukraine with military assistance to repel the unprovoked Russian aggression and not because of their alleged animosity towards Russia or Putin. Some NATO member states are providing Ukraine with military assistance to repel the unprovoked Russian aggression, but they are not involved in fighting. Ukraine receives weapons with the sole aim of restoring its territorial integrity within its internationally recognised borders. Western instructors are teaching Ukrainian soldiers how to use modern weaponry, but there are no Western troops fighting on the front. NATO as an organisation is not involved in war in Ukraine.Western countries are supporting Ukraine with military, political and humanitarian aid and are simultaneously trying to find a diplomatic solution to the war against Ukraine.The current deterioration in relations between the West and Moscow is the consequence of Russia's war of aggression against Ukraine. Judging by statements from some Russian politicians, it is Moscow who has hostile intentions against the West and makes no secret about it, while the West is compelled to deter such Russian actions. It is Russia who is waging a hybrid war, fusing soft and hard power to achieve Russia’s ends with both political and military means.See the EU's response to Russia's invasion of Ukraine here along with EU vs Disinfo's Guide to Deciphering Pro-Kremlin disinformation around Putin's War.",Real,The US and the West are fighting hybrid war against Russia in Ukraine
09.09.2022,oroszhirek.hu,"This is a new version of the recurring pro-Kremlin disinformation narratives about an aggressive West destabilising Russia, being directly involved in Russia’s war of aggression against Ukraine on the Ukrainian side, aiming to portray Russia as a victim and deflect any responsibility for Moscow’s illicit actions.Neither the European Union nor Western countries have declared war to Russia. On the contrary, it is Russia that refused the diplomatic process and started an unprovoked war in Europe, capturing more and more territories of a neighbouring country and creating a serious danger to European security.Some NATO member states are providing Ukraine with military assistance to repel the unprovoked Russian aggression, but they are not involved in direct fighting. Ukraine receives weapons with the sole aim of restoring its territorial integrity within its internationally recognised borders. Western instructors are teaching Ukrainian soldiers how to use modern weaponry, but there are no NATO troops fighting on the front. NATO condemns in the strongest possible terms Russia's war on Ukraine. NATO as an organisation is not involved in fighting in Ukraine. In fact, Western actions adopted against Russia, such as sanctions or diplomatic measures, are a reaction to these actions including the illegal annexation of the Crimean peninsula, the long-term destabilisation of Ukraine or the unprovoked and unjustified invasion of this peaceful country.See the EU's response to Russia's invasion of Ukraine here along with EU vs Disinfo's Guide to Deciphering Pro-Kremlin disinformation around Putin's War.See other examples of similar disinformation messages, such as claims that the West fights Russia through psy-ops like Bucha and the Mariupol maternity hospital, that the US needs war between Russia and Ukraine to weaken Russia, that Moscow called for peaceful coexistence but Russia is depicted as a global threat, Russia is under US and NATO attack, or that the West has an anti-Russian plan named “Anaconda ring”. ",Real,The West declared total war against Russia
